topic,domain,title,code
What are the elements and Characteristics of Trend?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-Ia-b-4
What are the elements and Characteristics of Trend?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-Ia-b-5
What are the difference between a Trend and a Fad?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-Ia-b-3
What are the difference between a Trend and a Fad?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-Ia-b-2
What is a Network?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,"HUMSS_MCT12-Ic-e-4;
HUMSS_MCT12-Ic-e-6"
What is a Network?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-If-g-4
What is strategic analysis and intuitive thinking?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-Ic-e-3
What is strategic analysis and intuitive thinking?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,"HUMSS_MCT12-Ic-e-2
HUMSS_MCT12-Ic-e-1
HUMSS_MCT12-Ic-e-5"
What is Globalization?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,"HUMSS_MCT12-If-g-2"
What is Globalization?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,-
What are the effects of Globalization?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,-
What are the effects of Globalization?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,-
What is the relationship of Population and Production?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-Ih-i-3
What is the relationship of Population and Production?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,-
What is Climate change?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-Ih-i-2
What is Climate change?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-Ih-i-4
How do we address Climate change?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-Ih-i-3
How do we address Climate change?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,-
What is Democracy?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IIa-c-1
What is Democracy?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IIa-c-6
What are the benefits of democratic participation?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IIa-c-4
What are the benefits of democratic participation?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,-
What are participatory and representative democracies?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IIa-c-7
What are participatory and representative democracies?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IIa-c-5
What are institutions?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,-
What are institutions?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,-
What are undemocratic practices and how do we avoid them?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,-
What are undemocratic practices and how do we avoid them?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,-
What is Information and Communication Technology?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IId-f-1
What is Information and Communication Technology?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IId-f-2
What are the challenges of ICT?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IId-f-4
What are the challenges of ICT?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,-
How can ICT empower people and facilitate change?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IId-f-6
How can ICT empower people and facilitate change?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IId-f-5
"What are connections, relationships, and networks in 21st Century?","Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IIg-i-1
"What are connections, relationships, and networks in 21st Century?","Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IIg-i-2
What are neural and social networks?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IIg-i-5
What are neural and social networks?,"Trends, Networks, and Critical Thinking in the 21st Century Culture",-,HUMSS_MCT12-IIg-i-6
What is a Limit?,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIa-3
What is a Limit?,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIa-3
What are one-sided limits?,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIa-3
What are one-sided limits?,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIa-3
What is the easiest way to evaluate a limit?,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIb-1
What is the easiest way to evaluate a limit?,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIa-4
How to Evaluate limits involving infinity? ,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIb-1
How to Evaluate limits involving infinity? ,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIb-1
When is the function value equal to the limit at the point?,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIc-1
When is the function value equal to the limit at the point?,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIc-1
How can you tell if a function is continuous?,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIc-2
How can you tell if a function is continuous?,Basic Calculus,Limits and Continuity,STEM_BC11LC-IIIc-2
What is derivative?,Basic Calculus,Derivatives,STEM_BC11D-IIIe-2
What is derivative?,Basic Calculus,Derivatives,STEM_BC11D-IIIe-2
When is a function differentiable?,Basic Calculus,Derivatives,STEM_BC11D -IIIf-1
When is a function differentiable?,Basic Calculus,Derivatives,STEM_BC11D -IIIf-1
Can you differentiate without Evaluating the Limit?,Basic Calculus,Derivatives,STEM_BC11D -IIIf-1
Can you differentiate without Evaluating the Limit?,Basic Calculus,Derivatives,STEM_BC11D -IIIf-1
What is the Chain rule?,Basic Calculus,Derivatives,STEM_BC11D-IIIh-2
What is the Chain rule?,Basic Calculus,Derivatives,STEM_BC11D-IIIh-2
How can you Differentiate implicit equations?,Basic Calculus,Derivatives,STEM_BC11D-IIIi-2
How can you Differentiate implicit equations?,Basic Calculus,Derivatives,STEM_BC11D-IIIi-2
What is antiderivative?,Basic Calculus,Integration,STEM_BC11I-IVa-b-1
What is antiderivative?,Basic Calculus,Integration,STEM_BC11I-IVa-b-1
What are the other rules used in antidifferentiation?,Basic Calculus,Integration,STEM_BC11I-IVb-c-1
What are the other rules used in antidifferentiation?,Basic Calculus,Integration,STEM_BC11I-IVb-c-1
How to compute the approximate area of a region under a curve?,Basic Calculus,Integration,STEM_BC11I-IVg-1
How to compute the approximate area of a region under a curve?,Basic Calculus,Integration,STEM_BC11I-IVg-1
What are the fundamental Theorem of calculus?,Basic Calculus,Integration,STEM_BC11I-IVh-2
What are the fundamental Theorem of calculus?,Basic Calculus,Integration,STEM_BC11I-IVh-2
How do you find the exact area of a region between curves?,Basic Calculus,Integration,STEM_BC11I-IVg-1
How do you find the exact area of a region between curves?,Basic Calculus,Integration,STEM_BC11I-IVg-1
How can you Evaluate Limits with indeterminate forms?,Basic Calculus,-,-
How can you Evaluate Limits with indeterminate forms?,Basic Calculus,-,-
How can you use derivatives for optimization?,Basic Calculus,-,-
How can you use derivatives for optimization?,Basic Calculus,-,-
How can you use derivatives for optimization?,Basic Calculus,-,-
How can you use derivatives for optimization?,Basic Calculus,-,-
What is Exponential Growth and Decay?,Basic Calculus,-,-
What are the postulates of the Cell Theory?,General Biology 1,-,STEM_BIO11/12-Ia-c-1
What are the postulates of the Cell Theory?,General Biology 1,-,STEM_BIO11/12-Ia-c-1
What are the postulates of the Cell Theory?,General Biology 1,-,STEM_BIO11/12- Ia-c-2
What are the major differences between prokaryotic and eukaryotic cells?,General Biology 1,-,STEM_BIO11/12- Ia-c-2
What are the major differences between prokaryotic and eukaryotic cells?,General Biology 1,-,STEM_BIO11/12- Ia-c-3
What are the major differences between prokaryotic and eukaryotic cells?,General Biology 1,-,STEM_BIO11/12- Ia-c-3
What are the functions of the cell organelles?,General Biology 1,-,STEM_BIO11/12- Ia-c-2
What are the functions of the cell organelles?,General Biology 1,-,STEM_BIO11/12- Ia-c-2
What are the functions of the cell organelles?,General Biology 1,-,STEM_BIO11/12- Ia-c-2
How are plant tissues classified? What are their functions? ,General Biology 1,-,STEM_BIO11/12- Ia-c-4
How are plant tissues classified? What are their functions? ,General Biology 1,-,STEM_BIO11/12- Ia-c-4
How are plant tissues classified? What are their functions? ,General Biology 1,-,STEM_BIO11/12- Ia-c-4
How do various animal tissues differ from each other? What are their functions?,General Biology 1,-,STEM_BIO11/12- Ia-c-4
How do various animal tissues differ from each other? What are their functions?,General Biology 1,-,STEM_BIO11/12- Ia-c-4
How do various animal tissues differ from each other? What are their functions?,General Biology 1,-,STEM_BIO11/12- Ia-c-4
What are some cell modifications? How do they help the organism adapt to the environment?,General Biology 1,-,STEM_BIO11/12- Ia-c-5
What are some cell modifications? How do they help the organism adapt to the environment?,General Biology 1,-,STEM_BIO11/12- Ia-c-5
What are some cell modifications? How do they help the organism adapt to the environment?,General Biology 1,-,STEM_BIO11/12- Ia-c-5
How do cells reproduce? What are the control points during cell division?,General Biology 1,-,STEM_BIO11/12- Id-f-6
How do cells reproduce? What are the control points during cell division?,General Biology 1,-,STEM_BIO11/12- Id-f-6
How do cells reproduce? What are the control points during cell division?,General Biology 1,-,STEM_BIO11/12- Id-f-6
What are the stages of mitosis?,General Biology 1,-,STEM_BIO11/12- Id-f-9
What are the stages of mitosis?,General Biology 1,-,STEM_BIO11/12- Id-f-9
What are the stages of mitosis?,General Biology 1,-,STEM_BIO11/12- Id-f-9
What is meiosis? How does it generate variation in organisms?,General Biology 1,-,STEM_BIO11/12- Id-f-9
What is meiosis? How does it generate variation in organisms?,General Biology 1,-,STEM_BIO11/12- Id-f-9
What is meiosis? How does it generate variation in organisms?,General Biology 1,-,STEM_BIO11/12- Id-f-9
What are some disorders or diseases that result from malfunctions during the cell cycle?,General Biology 1,-,STEM_BIO11/12- Id-f-10
What are some disorders or diseases that result from malfunctions during the cell cycle?,General Biology 1,-,STEM_BIO11/12- Id-f-10
What are some disorders or diseases that result from malfunctions during the cell cycle?,General Biology 1,-,STEM_BIO11/12- Id-f-10
What are the structural components of the cell membrane? How do they function?,General Biology 1,-,STEM_BIO11/12-Ia-c-1
What are the structural components of the cell membrane? How do they function?,General Biology 1,-,STEM_BIO11/12- Ia-c-2
What are the structural components of the cell membrane? How do they function?,General Biology 1,-,STEM_BIO11/12- Ia-c-2
How do cells transport materials across membranes?,General Biology 1,-,STEM_BIO11/12- Ig-h-13
How do cells transport materials across membranes?,General Biology 1,-,STEM_BIO11/12- Ig-h-13
How do cells transport materials across membranes?,General Biology 1,-,STEM_BIO11/12- Ig-h-13
What are the structures and functions of carbohydrates and lipids?,General Biology 1,-,-
What are the structures and functions of carbohydrates and lipids?,General Biology 1,-,-
What are the structures and functions of carbohydrates and lipids?,General Biology 1,-,STEM_BIO11/12- Ia-c-2
What are the structures and functions of proteins?,General Biology 1,-,STEM_BIO11/12- Ig-h-12
What are the structures and functions of proteins?,General Biology 1,-,STEM_BIO11/12- Ig-h-12
What are the structures and functions of proteins?,General Biology 1,-,STEM_BIO11/12- Ia-c-2
How do nucleic acids differ from other biomolecules? What are the features of DNA and RNA?,General Biology 1,-,-
How do nucleic acids differ from other biomolecules? What are the features of DNA and RNA?,General Biology 1,-,-
How do nucleic acids differ from other biomolecules? What are the features of DNA and RNA?,General Biology 1,-,-
What is the ATP-ADP Cycle?,General Biology 1,-,-
What is the ATP-ADP Cycle?,General Biology 1,-,STEM_BIO11/12- IIa-j-9
What is the ATP-ADP Cycle?,General Biology 1,-,STEM_BIO11/12- IIa-j-9
What are the major features of photosynthesis?,General Biology 1,-,-
What are the major features of photosynthesis?,General Biology 1,-,-
What are the major features of photosynthesis?,General Biology 1,-,STEM_BIO11/12- IIa-j-1
"How are starch and sucrose produced in plants, and what are their functions?",General Biology 1,-,STEM_BIO11/12- IIa-j-10
"How are starch and sucrose produced in plants, and what are their functions?",General Biology 1,-,-
"How are starch and sucrose produced in plants, and what are their functions?",General Biology 1,-,STEM_BIO11/12- IIa-j-10
How do cells respire? What is the significance of cell respiration?,General Biology 1,-,STEM_BIO11/12- IIa-j-10
How do cells respire? What is the significance of cell respiration?,General Biology 1,-,STEM_BIO11/12- IIa-j-10
How do cells respire? What is the significance of cell respiration?,General Biology 1,-,STEM_BIO11/12- IIa-j-12
"What are the major events in glycolysis, Krebs cycle, and oxidative phosphorylation?",General Biology 1,-,STEM_BIO11/12- IIa-j-8
"What are the major events in glycolysis, Krebs cycle, and oxidative phosphorylation?",General Biology 1,-,STEM_BIO11/12- IIa-j-8
"What are the major events in glycolysis, Krebs cycle, and oxidative phosphorylation?",General Biology 1,-,STEM_BIO11/12- IIa-j-8
What is Matter?,General Chemistry 1,Matter and Its Properties,STEM_GC11MPIa-b-5
What is Matter?,General Chemistry 1,Matter and Its Properties,STEM_GC11MPIa-b-9
How do you present measurements? How do  you separate mixtures,General Chemistry 1,Matter and Its Properties,STEM_GC11MPIa-b-5
How do you present measurements? How do  you separate mixtures,General Chemistry 1,Matter and Its Properties,STEM_GC11MPIa-b-5
What do atoms look like? How do you represent them? ,General Chemistry 1,"Atoms, Molecules and Ions",STEM_GC11AMIc-e-19
What do atoms look like? How do you represent them? ,General Chemistry 1,"Atoms, Molecules and Ions",STEM_GC11AMIc-e-19
What are Molecules and Ions? How do you name them?,General Chemistry 1,"Atoms, Molecules and Ions",STEM_GC11AMIc-e-23
What are Molecules and Ions? How do you name them?,General Chemistry 1,"Atoms, Molecules and Ions",STEM_GC11AMIc-e-23
What are atomic mass and moles? How do you determine them? ,General Chemistry 1,Percent Composition and Chemical Formulas,STEM_GC11PCIf-33
What are atomic mass and moles? How do you determine them? ,General Chemistry 1,Percent Composition and Chemical Formulas,STEM_GC11PCIf-33
What are empirical and molecular formulas? How do you derive them? ,General Chemistry 1,Percent Composition and Chemical Formulas,STEM_GC11PCIf-32
What are empirical and molecular formulas? How do you derive them? ,General Chemistry 1,Percent Composition and Chemical Formulas,STEM_GC11PCIf-32
How are Chemical Reactions represented?,General Chemistry 1,Chemical reactions and chemical equations,STEM_GC11CRIf-g-34
How are Chemical Reactions represented?,General Chemistry 1,Chemical reactions and chemical equations,STEM_GC11CRIf-g-34
How are the amounts of chemicals related in a reaction?,General Chemistry 1,Mass Relationships in Chemical Reactions,STEM_GC11MRIg-h-38
How are the amounts of chemicals related in a reaction?,General Chemistry 1,Mass Relationships in Chemical Reactions,STEM_GC11MRIg-h-38
How are the amounts of chemicals related in a reaction?,General Chemistry 1,Mass Relationships in Chemical Reactions,STEM_GC11MRIg-h-39
How are the amounts of chemicals related in a reaction?,General Chemistry 1,Mass Relationships in Chemical Reactions,STEM_GC11MRIg-h-40
What is pressure? What are the gas laws?,General Chemistry 1,Gases,STEM_GC11G-Ihi-45
What is pressure? What are the gas laws?,General Chemistry 1,Gases,STEM_GC11G-Ihi-46
Dalton's Law of Partial Pressures? ,General Chemistry 1,Dalton’s Law of partial pressures,STEM_GC11DLIi-47
Dalton's Law of Partial Pressures? ,General Chemistry 1,Dalton’s Law of partial pressures,STEM_GC11DLIi-47
What is the molar volume and molar mass of a gas? How do you determine thses quantities from the ideal gas law?,General Chemistry 1,Gas stoichiometry,STEM_GC11GSIi-j-48
What is the molar volume and molar mass of a gas? How do you determine thses quantities from the ideal gas law?,General Chemistry 1,Gas stoichiometry,STEM_GC11GSIi-j-48
What is the molar volume and molar mass of a gas? How do you determine thses quantities from the ideal gas law?,General Chemistry 1,Gas stoichiometry,STEM_GC11GSIi-j-48
What is Kinematic Molecular Theory of gases? How does this relate to the other gas laws?,General Chemistry 1,Kinetic Molecular Theory of Gases,STEM_GC11KMTIj-50
What is Kinematic Molecular Theory of gases? How does this relate to the other gas laws?,General Chemistry 1,Kinetic Molecular Theory of Gases,STEM_GC11KMTIj-50
What are Quatum Numbers? How do you write electron Configuration?,General Chemistry 1,Electronic Structure of Atoms,STEM_GC11ESIIa-b-54
What are Quatum Numbers? How do you write electron Configuration?,General Chemistry 1,Electronic Structure of Atoms,STEM_GC11ESIIa-b-54
What are the Trends of the atomic properties of the elements?,General Chemistry 1,Electronic Structure of Atoms,STEM_GC11ESIIa-b-57
What are the Trends of the atomic properties of the elements?,General Chemistry 1,Electronic Structure of Atoms,STEM_GC11ESIIa-b-57
What are ionic bonds?,General Chemistry 1,Chemical Bonding,STEM_GC11CBIId-g-67
What are ionic bonds?,General Chemistry 1,Chemical Bonding,STEM_GC11CBIId-g-67
What are covalent bonds? How do they form molecular compounds?,General Chemistry 1,Chemical Bonding,STEM_GC11CBIId-g-78
What are covalent bonds? How do they form molecular compounds?,General Chemistry 1,Chemical Bonding,STEM_GC11CBIId-g-82
How Does a Molecule's shape affect it's polarity?,General Chemistry 1,Chemical Bonding,STEM_GC11CBIId-g-81
How Does a Molecule's shape affect it's polarity?,General Chemistry 1,Chemical Bonding,STEM_GC11CBIId-g-81
What is Organic Chemistry?,General Chemistry 1,Organic Compounds,STEM_GC11OCIIg-j-89
What are polymers and biomolecules?,General Chemistry 1,Organic Compounds,STEM_GC11OCIIg-j-91
What are polymers and biomolecules?,General Chemistry 1,Organic Compounds,STEM_GC11OCIIg-j-95
"Lesson1: What are the Basic Mathematical Tools Used in 
Physics? How will You Use Them?",General Physics 1,Units and Measurement,STEM_GP12EU-Ia-1
"Lesson1: What are the Basic Mathematical Tools Used in 
Physics? How will You Use Them?",General Physics 1,Units and Measurement,STEM_GP12EU-Ia-1
Lesson 2: What are Physical Quantities? How do You Measure Them?,General Physics 1,Units and Measurement,STEM_GP12EU-Ia-5
Lesson 2: What are Physical Quantities? How do You Measure Them?,General Physics 1,Units and Measurement,STEM_GP12EU-Ia-5
"Lesson 3: How do You Know if Your Measurements are True, Precise, or Accurate? How Certain is Your Measurement?",General Physics 1,Units and Measurement,STEM_GP12EU-Ia-2
"Lesson 3: How do You Know if Your Measurements are True, Precise, or Accurate? How Certain is Your Measurement?",General Physics 1,Units and Measurement,STEM_GP12EU-Ia-2
Lesson 4: How do You Graphically Represent Measurements?,General Physics 1,Units and Measurement,STEM_GP12EU-Ia-5
Lesson 4: How do You Graphically Represent Measurements?,General Physics 1,Units and Measurement,STEM_GP12EU-Ia-5
Lesson 5: What are Vectors and Scalars?,General Physics 1,Vectors,STEM_GP12V-Ia-8
Lesson 5: What are Vectors and Scalars?,General Physics 1,Vectors,STEM_GP12V-Ia-8
Lesson 6: How do Objects Move Along a Line?,General Physics 1,Kinematics,STEM_GP12Kin-Ib-12
Lesson 6: How do Objects Move Along a Line?,General Physics 1,Kinematics,STEM_GP12Kin-Ib-12
Lesson 7: How do Objects Move in Various Directions?,General Physics 1,Kinematics,STEM_GP12KIN-Ic-22
Lesson 7: How do Objects Move in Various Directions?,General Physics 1,Kinematics,STEM_GP12KIN-Ic-22
Lesson 8: What are Forces? What are Newton’s Laws of Motion?,General Physics 1,Newton’s Laws,STEM_GP12N-Ie-33
Lesson 8: What are Forces? What are Newton’s Laws of Motion?,General Physics 1,Newton’s Laws,STEM_GP12N-Ie-33
Lesson 9: How do You Apply Newton’s Laws of Force?,General Physics 1,Newton’s Laws,STEM_GP12N-Ie-33
Lesson 9: How do You Apply Newton’s Laws of Force?,General Physics 1,Newton’s Laws,STEM_GP12N-Ie-33
Lesson 10: What is Work? What is Energy?,General Physics 1,Work and Energy,STEM_GP12WE-If-41
Lesson 10: What is Work? What is Energy?,General Physics 1,Work and Energy,STEM_GP12WE-If-41
Lesson 11: How is Energy Conserved? What are Conservative and Non-conservative Forces?,General Physics 1,Work and Energy,STEM_GP12WE-Ig-50
Lesson 11: How is Energy Conserved? What are Conservative and Non-conservative Forces?,General Physics 1,Work and Energy,STEM_GP12WE-Ig-50
Lesson 12: What Happens when Objects Collide?,General Physics 1,"Center of Mass, Momentum, Impulse and Collisions",STEM_GP12MMIC-Ih58
Lesson 12: What Happens when Objects Collide?,General Physics 1,"Center of Mass, Momentum, Impulse and Collisions",STEM_GP12MMIC-Ih58
Lesson 13: How do Rigid Objects Rotate?,General Physics 1,Rotational Equilibrium and Rotational Dynamics,STEM_GP12RED-IIa-4
Lesson 13: How do Rigid Objects Rotate?,General Physics 1,Rotational Equilibrium and Rotational Dynamics,STEM_GP12RED-IIa-4
Lesson 14: What is Newton’s Law of Gravity? How does gravity Affect the Way Planets Move?,General Physics 1,Gravity,STEM_GP12G-IIb-16
Lesson 14: What is Newton’s Law of Gravity? How does gravity Affect the Way Planets Move?,General Physics 1,Gravity,STEM_GP12G-IIb-16
Lesson 15: How do Springs and Pendulums Move?,General Physics 1,Periodic Motion,STEM_GP12PM-IIc-27
Lesson 15: How do Springs and Pendulums Move?,General Physics 1,Periodic Motion,STEM_GP12PM-IIc-27
Lesson 16: What are Mechanical Waves? How do Sound Waves Behave?,General Physics 1,Periodic Motion,STEM_GP12PM-IId-31
Lesson 16: What are Mechanical Waves? How do Sound Waves Behave?,General Physics 1,Periodic Motion,STEM_GP12PM-IId-31
Lesson 17: How do Fluids Move?,General Physics 1,Fluid Mechanics,STEM_GP12FM-IIf-43
Lesson 17: How do Fluids Move?,General Physics 1,Fluid Mechanics,STEM_GP12FM-IIf-43
Lesson 18: What are Temperature and Heat? How do you Measure Them?,General Physics 1,Temperature and Heat,STEM_GP12TH-IIg-50
Lesson 18: What are Temperature and Heat? How do you Measure Them?,General Physics 1,Temperature and Heat,STEM_GP12TH-IIg-50
Lesson 19: What is the Ideal Gas Law? What is the First Law of Thermodynamics?,General Physics 1,Temperature and Heat,STEM_GP12TH-IIg-49
Lesson 19: What is the Ideal Gas Law? What is the First Law of Thermodynamics?,General Physics 1,Temperature and Heat,STEM_GP12TH-IIg-49
Lesson 20: How do Heat Engines Work? What is Entropy?,General Physics 1,Ideal Gases and Laws of Thermodynamics,STEM_GP12GLT-IIi-69
Lesson 20: How do Heat Engines Work? What is Entropy?,General Physics 1,Ideal Gases and Laws of Thermodynamics,STEM_GP12GLT-IIi-69
